rank,score,action,name,slug,url,clicks,impressions,ctr,position,subtree_product_count,priced_product_count,has_products,rfq_enabled_count,is_rfq_suitable,child_count,is_in_sitemap,is_indexable,has_intro,has_buying_guide,has_faq,has_seo_framework,has_seo_override,has_guide_cluster,has_related_knowledge_article,is_redirect_source
157,31,fill_category_content,Modular Tool Storage Systems,modular-tool-storage-systems,https://machrio.com/category/modular-tool-storage-systems,0,0,0,0,23,23,true,18,true,0,true,true,false,false,false,false,false,false,false,false
158,31,fill_category_content,Protective Clothing,protective-clothing,https://machrio.com/category/protective-clothing,0,0,0,0,51,51,true,5,true,1,true,true,false,true,true,true,false,false,false,false
159,31,fill_category_content,Step Stools,step-stools,https://machrio.com/category/step-stools,0,0,0,0,25,25,true,0,false,0,true,true,false,false,false,false,false,false,false,false
160,31,fill_category_content,Workwear,workwear,https://machrio.com/category/workwear,0,0,0,0,60,60,true,24,true,1,true,true,false,true,true,true,false,false,false,false
161,30,fill_category_content,Coupling Nuts,coupling-nuts,https://machrio.com/category/coupling-nuts,0,0,0,0,20,20,true,20,true,0,true,true,false,false,false,false,false,false,false,false
162,30,strengthen_conversion,Draw Latches,draw-latches,https://machrio.com/category/draw-latches,0,5,0,34.4,3,3,true,3,true,0,true,true,false,false,false,false,false,false,false,false
163,30,fill_category_content,First Aid & Wound Care,first-aid-wound-care,https://machrio.com/category/first-aid-wound-care,0,0,0,0,42,42,true,2,true,1,true,true,false,true,true,true,false,false,false,false
164,30,fill_category_content,Floor Coatings,floor-coatings,https://machrio.com/category/floor-coatings,0,0,0,0,22,22,true,22,true,0,true,true,false,false,false,false,false,false,false,false
165,30,fill_category_content,Grounding Rods,grounding-rods,https://machrio.com/category/grounding-rods,0,0,0,0,43,43,true,43,true,0,true,true,false,false,true,true,false,false,false,false
166,30,fill_category_content,Group Lockout Boxes,group-lockout-boxes,https://machrio.com/category/group-lockout-boxes,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
167,30,fill_category_content,Label Protection Tape,label-protection-tape,https://machrio.com/category/label-protection-tape,0,0,0,0,19,19,true,9,true,0,true,true,false,false,false,false,false,false,false,false
168,30,fill_category_content,Lab Tables,lab-tables,https://machrio.com/category/lab-tables,0,0,0,0,20,20,true,0,false,0,true,true,false,false,false,false,false,false,false,false
169,30,fill_category_content,"Ladders, Platforms & Personnel Lifts",ladders-platforms-personnel-lifts,https://machrio.com/category/ladders-platforms-personnel-lifts,0,0,0,0,42,42,true,0,false,3,true,true,false,true,true,true,false,false,false,false
170,30,fill_category_content,Sealing Supplies,sealing-supplies,https://machrio.com/category/sealing-supplies,0,0,0,0,47,47,true,47,true,2,true,true,false,true,true,true,false,false,false,false
171,30,fill_category_content,Sliding Door Hardware,sliding-door-hardware,https://machrio.com/category/sliding-door-hardware,0,0,0,0,22,22,true,22,true,0,true,true,false,false,false,false,false,false,false,false
172,30,fill_category_content,Suggestion Boxes,suggestion-boxes,https://machrio.com/category/suggestion-boxes,0,0,0,0,19,19,true,19,true,0,true,true,false,false,false,false,false,false,false,false
173,30,fill_category_content,Tower Lights,tower-lights,https://machrio.com/category/tower-lights,0,0,0,0,19,19,true,19,true,0,true,true,false,false,false,false,false,false,false,false
174,30,fill_category_content,Traction Devices,traction-devices,https://machrio.com/category/traction-devices,0,0,0,0,20,20,true,2,true,0,true,true,false,false,false,false,false,false,false,false
175,29,strengthen_conversion,Diamond Polishing Pads,diamond-polishing-pads,https://machrio.com/category/diamond-polishing-pads,0,3,0,62,7,7,true,7,true,0,true,true,false,false,true,true,false,false,false,false
176,29,fill_category_content,Entrance Mats,entrance-mats,https://machrio.com/category/entrance-mats,0,0,0,0,17,17,true,11,true,0,true,true,false,false,false,false,false,false,false,false
177,29,fill_category_content,Head Protection,head-protection,https://machrio.com/category/head-protection,0,0,0,0,41,41,true,0,false,1,true,true,false,true,true,true,false,false,false,false
178,29,fill_category_content,"Hooks, Eye Pulleys, & Snap Hooks",hooks-eye-pulleys-snap-hooks,https://machrio.com/category/hooks-eye-pulleys-snap-hooks,0,0,0,0,36,36,true,36,true,1,true,true,false,true,true,true,false,false,false,false
179,29,fill_category_content,HVAC and Refrigeration,hvac-and-refrigeration,https://machrio.com/category/hvac-and-refrigeration,0,0,0,0,38,38,true,8,true,5,true,true,false,true,true,true,false,false,false,false
180,29,fill_category_content,Hydraulic Rams,hydraulic-rams,https://machrio.com/category/hydraulic-rams,0,0,0,0,16,16,true,16,true,0,true,true,false,false,false,false,false,false,false,false
181,29,fill_category_content,Multi-Tools,multi-tools,https://machrio.com/category/multi-tools,0,0,0,0,16,16,true,16,true,0,true,true,false,false,false,false,false,false,false,false
182,29,fill_category_content,Outdoor Equipment,outdoor-equipment,https://machrio.com/category/outdoor-equipment,0,0,0,0,36,36,true,36,true,7,true,true,false,true,true,true,false,false,false,false
183,29,fill_category_content,"Paints, Equipment and Supplies",paints-equipment-and-supplies,https://machrio.com/category/paints-equipment-and-supplies,0,0,0,0,35,35,true,35,true,2,true,true,false,true,true,true,false,false,false,false
184,29,fill_category_content,Power Conditioners,power-conditioners,https://machrio.com/category/power-conditioners,0,0,0,0,16,16,true,16,true,0,true,true,false,false,false,false,false,false,false,false
185,29,fill_category_content,Rubber Edging,rubber-edging,https://machrio.com/category/rubber-edging,0,0,0,0,17,17,true,17,true,0,true,true,false,false,false,false,false,false,false,false
186,29,fill_category_content,Safety Alarms & Warning Lights,safety-alarms-warning-lights,https://machrio.com/category/safety-alarms-warning-lights,0,0,0,0,5,5,true,5,true,1,true,true,false,true,true,true,false,false,false,false
187,29,fill_category_content,Spring Pins,spring-pins,https://machrio.com/category/spring-pins,0,0,0,0,18,18,true,18,true,0,true,true,false,false,false,false,false,false,false,false
188,29,strengthen_conversion,Vehicle Diagnostic Tools,vehicle-diagnostic-tools,https://machrio.com/category/vehicle-diagnostic-tools,0,5,0,70,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
189,29,fill_category_content,Work Platforms,work-platforms,https://machrio.com/category/work-platforms,0,0,0,0,17,17,true,0,false,0,true,true,false,false,false,false,false,false,false,false
190,28,fill_category_content,Computer Connection Cables,computer-connection-cables,https://machrio.com/category/computer-connection-cables,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
191,28,fill_category_content,Electrical Power Testing,electrical-power-testing,https://machrio.com/category/electrical-power-testing,0,0,0,0,4,4,true,4,true,2,true,true,false,true,true,true,false,false,false,false
192,28,fill_category_content,Office Supplies,office-supplies,https://machrio.com/category/office-supplies,0,0,0,0,28,28,true,28,true,19,true,true,false,true,true,true,false,false,false,false
193,28,fill_category_content,Packing Tape,packing-tape,https://machrio.com/category/packing-tape,0,0,0,0,28,28,true,10,true,4,true,true,false,true,true,true,false,false,false,false
194,28,fill_category_content,Solar Charge Controllers,solar-charge-controllers,https://machrio.com/category/solar-charge-controllers,0,0,0,0,13,13,true,13,true,0,true,true,false,false,false,false,false,false,false,false
195,28,fill_category_content,Valve Sealants,valve-sealants,https://machrio.com/category/valve-sealants,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
196,28,fill_category_content,Wallpaper Tools,wallpaper-tools,https://machrio.com/category/wallpaper-tools,0,0,0,0,13,13,true,13,true,0,true,true,false,false,false,false,false,false,false,false
197,28,fill_category_content,Window Hardware,window-hardware,https://machrio.com/category/window-hardware,0,0,0,0,29,29,true,29,true,1,true,true,false,true,true,true,false,false,false,false
198,27,strengthen_conversion,Concealed Hinges,concealed-hinges,https://machrio.com/category/concealed-hinges,0,6,0,70.83,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
199,27,strengthen_conversion,Fabrics,fabrics,https://machrio.com/category/fabrics,0,1,0,5,4,4,true,4,true,1,true,true,false,true,true,true,false,false,false,false
200,27,fill_category_content,Hearing Protection,hearing-protection,https://machrio.com/category/hearing-protection,0,0,0,0,25,25,true,0,false,1,true,true,false,true,true,true,false,false,false,false
201,27,fill_category_content,Insect & Wildlife Control,insect-wildlife-control,https://machrio.com/category/insect-wildlife-control,0,0,0,0,27,27,true,27,true,1,true,true,false,true,true,true,false,false,false,false
202,27,fill_category_content,Protective Sleeves,protective-sleeves,https://machrio.com/category/protective-sleeves,0,0,0,0,12,12,true,2,true,0,true,true,false,false,false,false,false,false,false,false
203,27,fill_category_content,Security Lights,security-lights,https://machrio.com/category/security-lights,0,0,0,0,11,11,true,11,true,0,true,true,false,false,false,false,false,false,false,false
204,27,fill_category_content,Utility Tables,utility-tables,https://machrio.com/category/utility-tables,0,0,0,0,12,12,true,12,true,0,true,true,false,false,false,false,false,false,false,false
205,26,fill_category_content,Braces & Brackets,braces-brackets,https://machrio.com/category/braces-brackets,0,0,0,0,22,22,true,22,true,1,true,true,false,true,true,true,false,false,false,false
206,26,fill_category_content,Footwear & Footwear Accessories,footwear-footwear-accessories,https://machrio.com/category/footwear-footwear-accessories,0,0,0,0,20,20,true,2,true,1,true,true,false,true,true,true,false,false,false,false
207,26,fill_category_content,Lab Supplies,lab-supplies,https://machrio.com/category/lab-supplies,0,0,0,0,20,20,true,0,false,5,true,true,false,true,true,true,false,false,false,false
208,26,fill_category_content,Lifting Magnets,lifting-magnets,https://machrio.com/category/lifting-magnets,0,0,0,0,10,10,true,0,false,0,true,true,false,false,false,false,false,false,false,false
209,26,strengthen_conversion,Marking Tools,marking-tools,https://machrio.com/category/marking-tools,0,1,0,46,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
210,26,fill_category_content,Paints & Coatings,paints-coatings,https://machrio.com/category/paints-coatings,0,0,0,0,22,22,true,22,true,1,true,true,false,true,true,true,false,false,false,false
211,26,fill_category_content,Retail Supplies,retail-supplies,https://machrio.com/category/retail-supplies,0,0,0,0,20,20,true,20,true,2,true,true,false,true,true,true,false,false,false,false
212,25,fill_category_content,Bluetooth Padlocks,bluetooth-padlocks,https://machrio.com/category/bluetooth-padlocks,0,0,0,0,18,18,true,18,true,0,true,true,false,false,true,true,false,false,false,false
213,25,fill_category_content,Dowel Pins,dowel-pins,https://machrio.com/category/dowel-pins,0,0,0,0,8,8,true,8,true,0,true,true,false,false,false,false,false,false,false,false
214,25,fill_category_content,Flexible Magnets,flexible-magnets,https://machrio.com/category/flexible-magnets,0,0,0,0,8,8,true,8,true,0,true,true,false,false,false,false,false,false,false,false
215,25,fill_category_content,Gate Hardware,gate-hardware,https://machrio.com/category/gate-hardware,0,0,0,0,8,8,true,8,true,0,true,true,false,false,false,false,false,false,false,false
216,25,strengthen_conversion,Hand & Personal Care,hand-personal-care,https://machrio.com/category/hand-personal-care,0,1,0,6,3,3,true,3,true,1,true,true,false,true,true,true,false,false,false,false
217,25,fill_category_content,Hydraulic Rams & Tools,hydraulic-rams-tools,https://machrio.com/category/hydraulic-rams-tools,0,0,0,0,16,16,true,16,true,1,true,true,false,true,true,true,false,false,false,false
218,25,fill_category_content,Hydraulics,hydraulics,https://machrio.com/category/hydraulics,0,0,0,0,16,16,true,16,true,3,true,true,false,true,true,true,false,false,false,false
219,25,fill_category_content,Quiet Packing Tape,quiet-packing-tape,https://machrio.com/category/quiet-packing-tape,0,0,0,0,8,8,true,0,false,0,true,true,false,false,false,false,false,false,false,false
220,25,strengthen_conversion,Rubber,rubber,https://machrio.com/category/rubber,0,1,0,6,3,3,true,3,true,2,true,true,false,true,true,true,false,false,false,false
221,25,fill_category_content,"Transformers, UPS & Power Supplies",transformers-ups-power-supplies,https://machrio.com/category/transformers-ups-power-supplies,0,0,0,0,16,16,true,16,true,1,true,true,false,true,true,true,false,false,false,false
222,24,improve_ctr_title_meta,Asphalt Hand Tools,asphalt-hand-tools,https://machrio.com/category/asphalt-hand-tools,0,11,0,69.64,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
223,24,seed_demand_capture_page,Bearing Grease,bearing-grease,https://machrio.com/category/bearing-grease,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
224,24,seed_demand_capture_page,Bearing Heaters,bearing-heaters,https://machrio.com/category/bearing-heaters,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
225,24,seed_demand_capture_page,Cable Organizers,cable-organizers,https://machrio.com/category/cable-organizers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
226,24,seed_demand_capture_page,Cable Reels,cable-reels-cable-reels,https://machrio.com/category/cable-reels-cable-reels,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
227,24,seed_demand_capture_page,Engine Air Filters,engine-air-filters,https://machrio.com/category/engine-air-filters,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
228,24,seed_demand_capture_page,Filter Paper,filter-paper,https://machrio.com/category/filter-paper,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
229,24,seed_demand_capture_page,Fire Escape Ladders,fire-escape-ladders,https://machrio.com/category/fire-escape-ladders,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
230,24,seed_demand_capture_page,Hydraulic Cable Cutters,hydraulic-cable-cutters,https://machrio.com/category/hydraulic-cable-cutters,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
231,24,fill_category_content,Leveling Mounts,leveling-mounts,https://machrio.com/category/leveling-mounts,0,0,0,0,6,6,true,6,true,0,true,true,false,false,false,false,false,false,false,false
232,24,seed_demand_capture_page,Linear Bearings,linear-bearings,https://machrio.com/category/linear-bearings,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
233,24,fill_category_content,Power Tool Replacement Parts,power-tool-replacement-parts,https://machrio.com/category/power-tool-replacement-parts,0,0,0,0,6,6,true,6,true,0,true,true,false,false,false,false,false,false,false,false
234,24,seed_demand_capture_page,Safety Cabinets,safety-cabinets,https://machrio.com/category/safety-cabinets,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
235,24,seed_demand_capture_page,Safety Showers,safety-showers,https://machrio.com/category/safety-showers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
236,24,seed_demand_capture_page,Slewing Ring Bearings,slewing-ring-bearings,https://machrio.com/category/slewing-ring-bearings,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
237,24,fill_category_content,Solar Panels & Accessories,solar-panels-accessories,https://machrio.com/category/solar-panels-accessories,0,0,0,0,13,13,true,13,true,2,true,true,false,true,true,true,false,false,false,false
238,24,fill_category_content,Stretch Wrap Rolls,stretch-wrap-rolls,https://machrio.com/category/stretch-wrap-rolls,0,0,0,0,6,6,true,2,true,0,true,true,false,false,false,false,false,false,false,false
239,24,seed_demand_capture_page,Whole House Water Filter Systems,whole-house-water-filter-systems,https://machrio.com/category/whole-house-water-filter-systems,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
240,23,seed_demand_capture_page,Alnico Magnets,alnico-magnets,https://machrio.com/category/alnico-magnets,0,6,0,94.67,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
241,23,fill_category_content,Audible Alarms,audible-alarms,https://machrio.com/category/audible-alarms,0,0,0,0,5,5,true,5,true,0,true,true,false,false,false,false,false,false,false,false
242,23,fill_category_content,Buffing & Polishing,buffing-polishing,https://machrio.com/category/buffing-polishing,0,0,0,0,12,12,true,12,true,2,true,true,false,true,true,true,false,false,false,false
243,23,seed_demand_capture_page,Deer Fence,deer-fence,https://machrio.com/category/deer-fence,0,5,0,71,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
244,23,fill_category_content,Display Cases,display-cases,https://machrio.com/category/display-cases,0,0,0,0,11,11,true,11,true,0,true,true,false,false,true,true,false,false,false,false
245,23,fill_category_content,Dock Bumpers,dock-bumpers,https://machrio.com/category/dock-bumpers,0,0,0,0,5,5,true,0,false,0,true,true,false,false,false,false,false,false,false,false
246,23,seed_demand_capture_page,Erosion Control Blankets,erosion-control-blankets,https://machrio.com/category/erosion-control-blankets,0,7,0,65.71,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
247,23,fill_category_content,Extension Springs,extension-springs,https://machrio.com/category/extension-springs,0,0,0,0,5,5,true,5,true,0,true,true,false,false,false,false,false,false,false,false
248,23,fill_category_content,Felt Bobs,felt-bobs,https://machrio.com/category/felt-bobs,0,0,0,0,5,5,true,5,true,0,true,true,false,false,false,false,false,false,false,false
249,23,fill_category_content,Outdoor Benches,outdoor-benches,https://machrio.com/category/outdoor-benches,0,0,0,0,5,5,true,5,true,0,true,true,false,false,false,false,false,false,false,false
250,23,fill_category_content,Outdoor Furniture,outdoor-furniture,https://machrio.com/category/outdoor-furniture,0,0,0,0,11,11,true,11,true,3,true,true,false,true,true,true,false,false,false,false
251,22,fill_category_content,Air Tool Accessories,air-tool-accessories,https://machrio.com/category/air-tool-accessories,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
252,22,fill_category_content,Capacitor Testers,capacitor-testers,https://machrio.com/category/capacitor-testers,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
253,22,fill_category_content,Chalkboards,chalkboards,https://machrio.com/category/chalkboards,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
254,22,fill_category_content,Classroom Furniture,classroom-furniture,https://machrio.com/category/classroom-furniture,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
255,22,fill_category_content,Fall Protection,fall-protection,https://machrio.com/category/fall-protection,0,0,0,0,9,9,true,0,false,3,true,true,false,true,true,true,false,false,false,false
256,22,seed_demand_capture_page,Finger Protection,finger-protection,https://machrio.com/category/finger-protection,0,1,0,48,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
257,22,fill_category_content,Industrial Cooling Fans,industrial-cooling-fans,https://machrio.com/category/industrial-cooling-fans,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
258,22,seed_demand_capture_page,Lab Cabinets,lab-cabinets,https://machrio.com/category/lab-cabinets,0,2,0,36,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
259,22,seed_demand_capture_page,Lock Nuts,lock-nuts,https://machrio.com/category/lock-nuts,0,1,0,2,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
260,22,seed_demand_capture_page,Paper Folding Machines,paper-folding-machines,https://machrio.com/category/paper-folding-machines,0,1,0,4,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
261,22,fill_category_content,Picnic Tables,picnic-tables,https://machrio.com/category/picnic-tables,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
262,22,seed_demand_capture_page,Plastic Tubes,plastic-tubes,https://machrio.com/category/plastic-tubes,0,1,0,7,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
263,22,seed_demand_capture_page,Power Factor Correction Capacitors,power-factor-correction-capacitors,https://machrio.com/category/power-factor-correction-capacitors,0,1,0,51,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
264,22,fill_category_content,Raw Materials,raw-materials,https://machrio.com/category/raw-materials,0,0,0,0,10,10,true,10,true,7,true,true,false,true,true,true,false,false,false,false
265,22,fill_category_content,Structural Washers,structural-washers,https://machrio.com/category/structural-washers,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
266,22,fill_category_content,Tarp Accessories,tarp-accessories,https://machrio.com/category/tarp-accessories,0,0,0,0,4,4,true,4,true,0,true,true,false,false,false,false,false,false,false,false
267,22,seed_demand_capture_page,Welding Blankets,welding-blankets,https://machrio.com/category/welding-blankets,0,1,0,7,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
268,22,seed_demand_capture_page,Welding Magnets,welding-magnets,https://machrio.com/category/welding-magnets,0,2,0,7.5,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
269,22,seed_demand_capture_page,Welding Umbrellas,welding-umbrellas,https://machrio.com/category/welding-umbrellas,0,1,0,5,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
270,21,fill_category_content,Bit Holders,bit-holders,https://machrio.com/category/bit-holders,0,0,0,0,3,3,true,3,true,0,true,true,false,false,false,false,false,false,false,false
271,21,fill_category_content,Cargo Nets,cargo-nets,https://machrio.com/category/cargo-nets,0,0,0,0,3,3,true,3,true,0,true,true,false,false,false,false,false,false,false,false
272,21,fill_category_content,Fencing,fencing,https://machrio.com/category/fencing,0,0,0,0,8,8,true,8,true,5,true,true,false,true,true,true,false,false,false,false
273,21,fill_category_content,Hand Dryers,hand-dryers,https://machrio.com/category/hand-dryers,0,0,0,0,3,3,true,3,true,0,true,true,false,false,false,false,false,false,false,false
274,21,fill_category_content,Magnets & Magnetic Strips,magnets-magnetic-strips,https://machrio.com/category/magnets-magnetic-strips,0,0,0,0,8,8,true,8,true,3,true,true,false,true,true,true,false,false,false,false
275,21,fill_category_content,Power Tools,power-tools,https://machrio.com/category/power-tools,0,0,0,0,7,7,true,7,true,3,true,true,false,true,true,true,false,false,false,false
276,21,fill_category_content,Rubber Balls,rubber-balls,https://machrio.com/category/rubber-balls,0,0,0,0,3,3,true,3,true,0,true,true,false,false,false,false,false,false,false,false
277,21,fill_category_content,Ventilation Fans,ventilation-fans,https://machrio.com/category/ventilation-fans,0,0,0,0,3,3,true,3,true,0,true,true,false,false,false,false,false,false,false,false
278,20,fill_category_content,Binding Posts,binding-posts,https://machrio.com/category/binding-posts,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
279,20,seed_demand_capture_page,Cable Reels,cable-reels,https://machrio.com/category/cable-reels,0,0,0,0,0,0,false,0,true,1,false,true,false,true,true,true,false,false,false,false
280,20,fill_category_content,Compressed Air Treatment,compressed-air-treatment,https://machrio.com/category/compressed-air-treatment,0,0,0,0,6,6,true,6,true,3,true,true,false,true,true,true,false,false,false,false
281,20,fill_category_content,Door Thresholds,door-thresholds,https://machrio.com/category/door-thresholds,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
282,20,fill_category_content,Exterior Sun Shades,exterior-sun-shades,https://machrio.com/category/exterior-sun-shades,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
283,20,seed_demand_capture_page,Eyewash Equipment & Safety Showers,eyewash-equipment-safety-showers,https://machrio.com/category/eyewash-equipment-safety-showers,0,0,0,0,0,0,false,0,true,3,false,true,false,true,true,true,false,false,false,false
284,20,seed_demand_capture_page,Lab Filters and Sieving,lab-filters-and-sieving,https://machrio.com/category/lab-filters-and-sieving,0,0,0,0,0,0,false,0,true,1,false,true,false,true,true,true,false,false,false,false
285,20,fill_category_content,Lockers,lockers,https://machrio.com/category/lockers,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
286,20,fill_category_content,Portable Gas Detection,portable-gas-detection,https://machrio.com/category/portable-gas-detection,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
287,20,seed_demand_capture_page,Safety Storage,safety-storage,https://machrio.com/category/safety-storage,0,0,0,0,0,0,false,0,true,2,false,true,false,true,true,true,false,false,false,false
288,20,seed_demand_capture_page,"Shipping Boxes, Pads & Tubes",shipping-boxes-pads-tubes,https://machrio.com/category/shipping-boxes-pads-tubes,0,0,0,0,0,0,false,0,true,1,false,true,false,true,true,true,false,false,false,false
289,20,fill_category_content,Soft-Sided Coolers,soft-sided-coolers,https://machrio.com/category/soft-sided-coolers,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
290,20,fill_category_content,Stick Welding,stick-welding,https://machrio.com/category/stick-welding,0,0,0,0,2,2,true,2,true,0,true,true,false,false,false,false,false,false,false,false
291,20,fill_category_content,Strapping,strapping,https://machrio.com/category/strapping,0,0,0,0,6,6,true,0,false,3,true,true,false,true,true,true,false,false,false,false
292,20,fill_category_content,Stretch Wrap,stretch-wrap,https://machrio.com/category/stretch-wrap,0,0,0,0,6,6,true,2,true,3,true,true,false,true,true,true,false,false,false,false
293,20,seed_demand_capture_page,Vehicle & Equipment Filters,vehicle-equipment-filters,https://machrio.com/category/vehicle-equipment-filters,0,0,0,0,0,0,false,0,true,1,false,true,false,true,true,true,false,false,false,false
294,19,fill_category_content,"Antislip Tapes, Treads & Stair Nosings",antislip-tapes-treads-stair-nosings,https://machrio.com/category/antislip-tapes-treads-stair-nosings,0,0,0,0,5,5,true,5,true,1,true,true,false,true,true,true,false,false,false,false
295,19,fill_category_content,Dock & Loading Equipment,dock-loading-equipment,https://machrio.com/category/dock-loading-equipment,0,0,0,0,5,5,true,0,false,3,true,true,false,true,true,true,false,false,false,false
296,19,seed_demand_capture_page,Machine Bases,machine-bases,https://machrio.com/category/machine-bases,0,5,0,39,0,0,false,0,true,0,false,true,false,false,true,true,false,false,false,false
297,19,fill_category_content,Test Instruments,test-instruments,https://machrio.com/category/test-instruments,0,0,0,0,5,5,true,5,true,3,true,true,false,true,true,true,false,false,false,false
298,19,fill_category_content,Wood Glues,wood-glues,https://machrio.com/category/wood-glues,0,0,0,0,5,5,true,0,false,0,true,true,false,false,true,true,false,false,false,false
299,18,fill_category_content,Alloy Steel,alloy-steel,https://machrio.com/category/alloy-steel,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
300,18,fill_category_content,Bag Sealing Tape,bag-sealing-tape,https://machrio.com/category/bag-sealing-tape,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
301,18,fill_category_content,Boards & Easels,boards-easels,https://machrio.com/category/boards-easels,0,0,0,0,4,4,true,4,true,1,true,true,false,true,true,true,false,false,false,false
302,18,seed_demand_capture_page,Central Equipment,central-equipment,https://machrio.com/category/central-equipment,0,1,0,4,0,0,false,0,true,1,false,true,false,true,true,true,false,false,false,false
303,18,strengthen_conversion,Ceramic Weld Backing,ceramic-weld-backing,https://machrio.com/category/ceramic-weld-backing,1,1,1,80,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
304,18,seed_demand_capture_page,"Coffee, Snacks & Condiments",coffee-snacks-condiments,https://machrio.com/category/coffee-snacks-condiments,0,1,0,5,0,0,false,0,true,1,false,true,false,true,true,true,false,false,false,false
305,18,fill_category_content,Cooling Fans,cooling-fans,https://machrio.com/category/cooling-fans,0,0,0,0,4,4,true,4,true,1,true,true,false,true,true,true,false,false,false,false
306,18,fill_category_content,Counterfeit Detection,counterfeit-detection,https://machrio.com/category/counterfeit-detection,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
307,18,fill_category_content,Door Ramps,door-ramps,https://machrio.com/category/door-ramps,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
308,18,fill_category_content,Drill Bushings,drill-bushings,https://machrio.com/category/drill-bushings,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
309,18,fill_category_content,File Folders,file-folders,https://machrio.com/category/file-folders,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
310,18,fill_category_content,Flooring Hardware,flooring-hardware,https://machrio.com/category/flooring-hardware,0,0,0,0,4,4,true,0,false,1,true,true,false,true,true,true,false,false,false,false
311,18,fill_category_content,Foam Tubes,foam-tubes,https://machrio.com/category/foam-tubes,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
312,18,fill_category_content,Garden Hose Nozzles,garden-hose-nozzles,https://machrio.com/category/garden-hose-nozzles,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
313,18,fill_category_content,Grounding Equipment,grounding-equipment,https://machrio.com/category/grounding-equipment,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
